no2127v0_A06	0	100000	107489	66927	100000	0.6692700
no2127v0_A06	20000	120000	99865	55986	100000	0.5598600
no2127v0_A06	40000	140000	89141	47803	100000	0.4780300
no2127v0_A06	60000	160000	86625	50441	100000	0.5044100
no2127v0_A06	80000	180000	84450	39673	100000	0.3967300
no2127v0_A06	100000	200000	7035	33103	100000	0.3310300
no2127v0_A06	120000	220000	10233	44553	100000	0.4455300
no2127v0_A06	140000	240000	16393	53388	100000	0.5338800
no2127v0_A06	160000	260000	13128	47563	100000	0.4756300
no2127v0_A06	180000	280000	14446	53744	100000	0.5374400
no2127v0_A06	200000	300000	22263	71281	100000	0.7128100
no2127v0_A06	220000	320000	23627	76088	100000	0.7608800
no2127v0_A06	240000	340000	19694	73752	100000	0.7375200
no2127v0_A06	260000	360000	19523	76064	100000	0.7606400
no2127v0_A06	280000	380000	22861	83972	100000	0.8397200
no2127v0_A06	300000	400000	17780	78312	100000	0.7831200
no2127v0_A06	320000	420000	31360	79761	100000	0.7976100
no2127v0_A06	340000	440000	36825	82335	100000	0.8233500
no2127v0_A06	360000	460000	40765	87551	100000	0.8755100
no2127v0_A06	380000	480000	43040	88516	100000	0.8851600
no2127v0_A06	400000	500000	43512	82423	100000	0.8242300
no2127v0_A06	420000	520000	32139	82848	100000	0.8284800
no2127v0_A06	440000	540000	29118	78090	100000	0.7809000
no2127v0_A06	460000	560000	26211	73767	100000	0.7376700
no2127v0_A06	480000	580000	23199	69732	100000	0.6973200
no2127v0_A06	500000	600000	27278	80777	100000	0.8077700
no2127v0_A06	520000	620000	24874	76483	100000	0.7648300
no2127v0_A06	540000	640000	25298	78774	100000	0.7877400
no2127v0_A06	560000	660000	31026	82831	100000	0.8283100
no2127v0_A06	580000	680000	34374	86674	100000	0.8667400
no2127v0_A06	600000	700000	29338	75362	100000	0.7536200
no2127v0_A06	620000	720000	52268	70200	100000	0.7020000
no2127v0_A06	640000	740000	50526	65080	100000	0.6508000
no2127v0_A06	660000	760000	43828	57197	100000	0.5719700
no2127v0_A06	680000	780000	52173	55301	100000	0.5530100
no2127v0_A06	700000	800000	57280	65650	100000	0.6565000
no2127v0_A06	720000	820000	34331	73473	100000	0.7347300
no2127v0_A06	740000	840000	37120	81170	100000	0.8117000
no2127v0_A06	760000	860000	44755	90570	100000	0.9057000
no2127v0_A06	780000	880000	45205	92974	100000	0.9297400
