tapidor3v0_C09	0	100000	35718	89577	100000	0.8957700
tapidor3v0_C09	20000	120000	34543	89586	100000	0.8958600
tapidor3v0_C09	40000	140000	31158	87644	100000	0.8764400
tapidor3v0_C09	60000	160000	32125	88138	100000	0.8813800
tapidor3v0_C09	80000	180000	32180	88548	100000	0.8854800
tapidor3v0_C09	100000	200000	34582	84442	100000	0.8444200
tapidor3v0_C09	120000	220000	33572	85654	100000	0.8565400
tapidor3v0_C09	140000	240000	33594	90249	100000	0.9024900
tapidor3v0_C09	160000	260000	32018	88301	100000	0.8830100
tapidor3v0_C09	180000	280000	31507	87476	100000	0.8747600
tapidor3v0_C09	200000	300000	45512	89033	100000	0.8903300
tapidor3v0_C09	220000	320000	49052	88949	100000	0.8894900
tapidor3v0_C09	240000	340000	51975	90138	100000	0.9013800
tapidor3v0_C09	260000	360000	52631	91517	100000	0.9151700
tapidor3v0_C09	280000	380000	51415	88634	100000	0.8863400
tapidor3v0_C09	300000	400000	41149	90503	100000	0.9050300
tapidor3v0_C09	320000	420000	30883	89241	100000	0.8924100
tapidor3v0_C09	340000	440000	29780	87678	100000	0.8767800
tapidor3v0_C09	360000	460000	29962	88637	100000	0.8863700
tapidor3v0_C09	380000	480000	30558	90514	100000	0.9051400
tapidor3v0_C09	400000	500000	23657	85750	100000	0.8575000
tapidor3v0_C09	420000	520000	26009	83801	100000	0.8380100
tapidor3v0_C09	440000	540000	26710	84012	100000	0.8401200
tapidor3v0_C09	460000	560000	28557	83843	100000	0.8384300
tapidor3v0_C09	480000	580000	32047	86077	100000	0.8607700
tapidor3v0_C09	500000	600000	38786	91248	100000	0.9124800
tapidor3v0_C09	520000	620000	42635	94676	100000	0.9467600
tapidor3v0_C09	540000	640000	43934	96212	100000	0.9621200
tapidor3v0_C09	560000	660000	42077	95057	100000	0.9505700
tapidor3v0_C09	580000	680000	36806	91448	100000	0.9144800
tapidor3v0_C09	600000	700000	32977	89214	100000	0.8921400
tapidor3v0_C09	620000	720000	29059	86085	100000	0.8608500
tapidor3v0_C09	640000	740000	25860	84048	100000	0.8404800
tapidor3v0_C09	660000	760000	24865	83407	100000	0.8340700
tapidor3v0_C09	680000	780000	25052	83286	100000	0.8328600
tapidor3v0_C09	700000	800000	25690	78957	100000	0.7895700
tapidor3v0_C09	720000	820000	29039	81236	100000	0.8123600
tapidor3v0_C09	740000	840000	33710	83451	100000	0.8345100
tapidor3v0_C09	760000	860000	34818	84054	100000	0.8405400
tapidor3v0_C09	780000	880000	33584	83059	100000	0.8305900
tapidor3v0_C09	800000	900000	27719	75128	100000	0.7512800
