A01	3697	7856	A01p00010.2_BraZ1	969.467	-	755	2728	4159	0.6559269
A01	14535	15110	A01p00020.2_BraZ1	36	-	241	553	575	0.9617391
A01	15110	20637	A01p00030.2_BraZ1	756	+	1856	5383	5527	0.9739461
A01	21141	22778	A01p00040.2_BraZ1	1211.57	-	28	651	1637	0.3976787
A01	23297	24146	A01p00050.2_BraZ1	774	+	51	276	849	0.3250884
A01	29223	32749	A01p00060.2_BraZ1	3375.73	+	178	1466	3526	0.4157686
A01	33089	35334	A01p00070.2_BraZ1	273	-	1097	2136	2245	0.9514477
A01	38146	39132	A01p00080.2_BraZ1	810	-	53	775	986	0.7860041
A01	40389	41461	A01p00090.2_BraZ1	954	+	162	703	1072	0.6557836
A01	45347	49174	A01p00100.2_BraZ1	1231.49	+	293	2252	3827	0.5884505
A01	49127	49706	A01p00110.2_BraZ1	348.886	-	54	477	579	0.8238342
A01	51909	53049	A01p00120.2_BraZ1	763.125	-	122	921	1140	0.8078948
A01	53665	53812	A01p00130.2_BraZ1	14.7	-	120	147	147	1.0000000
A01	54012	54787	A01p00140.2_BraZ1	591	+	1923	727	775	0.9380645
A01	72987	73346	A01p00150.2_BraZ1	29.1	+	171	359	359	1.0000000
A01	74103	74685	A01p00160.2_BraZ1	58.2	-	40	361	582	0.6202749
A01	79496	80639	A01p00170.2_BraZ1	999	-	174	1035	1143	0.9055118
A01	82701	83239	A01p00180.2_BraZ1	387	-	25	257	538	0.4776952
A01	88310	88628	A01p00190.2_BraZ1	31.8	+	4	197	318	0.6194969
A01	92427	94123	A01p00200.2_BraZ1	162.9	+	262	1148	1696	0.6768868
A01	94303	97216	A01p00210.2_BraZ1	1877.78	-	1515	2571	2913	0.8825952
A01	98109	111633	A01p00220.2_BraZ1	1614	-	3341	8188	13524	0.6054422
A01	105903	106500	A01p00230.2_BraZ1	59.7	+	423	428	597	0.7169179
A01	106500	107582	A01p00240.2_BraZ1	771	+	110	533	1082	0.4926063
A01	113526	115569	A01p00250.2_BraZ1	1081.64	-	342	1565	2043	0.7660304
A01	117064	119388	A01p00260.2_BraZ1	1426.18	-	538	2270	2324	0.9767642
A01	120976	124222	A01p00270.2_BraZ1	1420.36	-	774	2898	3246	0.8927912
A01	131461	134406	A01p00280.2_BraZ1	1529.93	+	1099	2713	2945	0.9212224
A01	136168	137614	A01p00290.2_BraZ1	5760	-	623	1166	1446	0.8063624
A01	141806	146351	A01p00300.2_BraZ1	2212.43	+	1543	3971	4545	0.8737074
A01	147299	148615	A01p00310.2_BraZ1	1044.86	-	471	1316	1316	1.0000000
A01	149448	149895	A01p00320.2_BraZ1	339	-	6	150	447	0.3355705
A01	150978	153684	A01p00330.2_BraZ1	270.6	-	165	2242	2706	0.8285292
A01	153972	155033	A01p00340.2_BraZ1	462	-	748	1061	1061	1.0000000
A01	155251	155854	A01p00350.2_BraZ1	450	-	634	603	603	1.0000000
A01	156630	158143	A01p00360.2_BraZ1	1250.8	-	1371	1513	1513	1.0000000
A01	159614	161494	A01p00370.2_BraZ1	1014.3	-	886	1880	1880	1.0000000
A01	162076	162734	A01p00380.2_BraZ1	373.895	+	458	658	658	1.0000000
A01	163498	163923	A01p00390.2_BraZ1	40.8	-	390	425	425	1.0000000
A01	167006	167807	A01p00400.2_BraZ1	51.6	-	198	801	801	1.0000000
A01	169139	169496	A01p00410.2_BraZ1	276	+	244	357	357	1.0000000
A01	171329	171872	A01p00420.2_BraZ1	447	+	183	478	543	0.8802947
A01	172486	172876	A01p00430.2_BraZ1	39	-	352	390	390	1.0000000
A01	175383	175770	A01p00440.2_BraZ1	38.7	+	42	387	387	1.0000000
A01	180635	185223	A01p00450.2_BraZ1	3043.03	+	1224	4452	4588	0.9703575
A01	186588	186930	A01p00460.2_BraZ1	34.2	+	196	342	342	1.0000000
A01	191335	191545	A01p00470.2_BraZ1	21	+	172	210	210	1.0000000
A01	193890	195172	A01p00480.2_BraZ1	994.56	+	331	1133	1282	0.8837754
A01	200012	200234	A01p00490.2_BraZ1	117	+	0	0	222	0.0000000
A01	201806	202325	A01p00500.2_BraZ1	171	+	43	348	519	0.6705202
A01	205158	208743	A01p00510.2_BraZ1	358.5	+	826	3104	3585	0.8658298
A01	217047	219216	A01p00520.2_BraZ1	8970	-	1097	2081	2169	0.9594283
A01	225960	240777	A01p00530.2_BraZ1	8894.69	+	2138	8463	14817	0.5711682
A01	241721	241904	A01p00540.2_BraZ1	147	-	235	183	183	1.0000000
A01	242133	243645	A01p00550.2_BraZ1	151.2	-	572	1483	1512	0.9808201
A01	244450	247186	A01p00560.2_BraZ1	1007.22	-	2472	2736	2736	1.0000000
A01	247493	250149	A01p00570.2_BraZ1	576.136	+	2715	2656	2656	1.0000000
A01	250418	260417	A01p00580.2_BraZ1	1545	-	3514	6139	9999	0.6139614
A01	261300	262539	A01p00590.2_BraZ1	123.9	-	273	1162	1239	0.9378531
A01	263171	267551	A01p00600.2_BraZ1	2322	-	2658	4216	4380	0.9625571
A01	268536	272643	A01p00610.2_BraZ1	3496.28	+	883	3793	4107	0.9235452
A01	273497	274158	A01p00620.2_BraZ1	222	+	576	661	661	1.0000000
A01	274681	276823	A01p00630.2_BraZ1	14868	+	1092	1779	2142	0.8305322
A01	278500	281208	A01p00640.2_BraZ1	1485.84	+	565	2683	2708	0.9907681
A01	281773	282460	A01p00650.2_BraZ1	1092	-	241	665	687	0.9679767
A01	283547	286071	A01p00660.2_BraZ1	1119.81	+	928	2461	2524	0.9750396
A01	287507	289699	A01p00670.2_BraZ1	1320.27	+	939	2132	2192	0.9726278
A01	292894	293288	A01p00680.2_BraZ1	21.6	+	63	240	394	0.6091371
A01	293658	295952	A01p00690.2_BraZ1	1258.43	-	483	2255	2294	0.9829991
A01	296243	301593	A01p00700.2_BraZ1	809.952	+	1389	2264	5350	0.4231776
A01	298242	299034	A01p00710.2_BraZ1	729	-	0	0	792	0.0000000
A01	303544	304296	A01p00720.2_BraZ1	477	+	20	279	752	0.3710106
A01	304339	304450	A01p00730.2_BraZ1	11.1	-	16	111	111	1.0000000
A01	305331	306610	A01p00740.2_BraZ1	2204.12	-	418	1197	1279	0.9358874
A01	308684	309557	A01p00750.2_BraZ1	87.3	-	365	859	873	0.9839634
A01	319354	320862	A01p00760.2_BraZ1	779.318	-	276	1412	1508	0.9363395
A01	321132	322960	A01p00770.2_BraZ1	1099.31	+	630	1626	1828	0.8894967
A01	342288	343119	A01p00780.2_BraZ1	83.1	-	389	820	831	0.9867629
A01	347619	350189	A01p00790.2_BraZ1	1802.29	-	711	2300	2570	0.8949416
A01	350663	350870	A01p00800.2_BraZ1	20.7	+	198	207	207	1.0000000
A01	355093	356088	A01p00810.2_BraZ1	304.107	-	9	335	995	0.3366834
A01	358148	358850	A01p00820.2_BraZ1	387	+	212	644	702	0.9173789
A01	360534	363734	A01p00830.2_BraZ1	1199.85	-	1473	2999	3200	0.9371875
A01	365333	366534	A01p00840.2_BraZ1	316.556	-	475	1149	1201	0.9567028
A01	367236	368037	A01p00850.2_BraZ1	726	-	872	801	801	1.0000000
A01	372081	373464	A01p00860.2_BraZ1	138.3	+	58	804	1383	0.5813449
A01	374652	376413	A01p00870.2_BraZ1	944.036	+	315	1759	1761	0.9988643
A01	377586	379119	A01p00880.2_BraZ1	845.286	+	1201	1486	1533	0.9693412
A01	379784	380324	A01p00890.2_BraZ1	54	+	330	540	540	1.0000000
A01	380935	382875	A01p00900.2_BraZ1	712.833	-	839	1362	1940	0.7020618
A01	384130	384919	A01p00910.2_BraZ1	288	-	4	285	789	0.3612167
A01	385524	387524	A01p00920.2_BraZ1	1085.56	-	1074	1845	2000	0.9225000
A01	388672	390228	A01p00930.2_BraZ1	814.154	+	1093	1556	1556	1.0000000
A01	395277	397144	A01p00940.2_BraZ1	1677	+	267	1559	1867	0.8350295
A01	398082	400422	A01p00950.2_BraZ1	234	+	841	2293	2340	0.9799145
A01	401556	403808	A01p00960.2_BraZ1	1334.68	+	1151	1821	2252	0.8086146
A01	404641	404845	A01p00970.2_BraZ1	117	+	231	204	204	1.0000000
A01	407602	409531	A01p00980.2_BraZ1	1557	+	1112	1847	1929	0.9574909
A01	410333	411248	A01p00990.2_BraZ1	714	+	718	915	915	1.0000000
A01	412601	413153	A01p01000.2_BraZ1	168	-	715	552	552	1.0000000
A01	415519	418743	A01p01010.2_BraZ1	1938	-	1481	3130	3224	0.9708437
A01	419474	421939	A01p01020.2_BraZ1	958.891	-	524	2196	2465	0.8908722
A01	423849	425613	A01p01030.2_BraZ1	176.4	-	237	1517	1764	0.8599773
A01	426470	427168	A01p01040.2_BraZ1	6206.1	-	856	698	698	1.0000000
A01	428011	428287	A01p01050.2_BraZ1	27.6	+	57	276	276	1.0000000
A01	428587	429100	A01p01060.2_BraZ1	51.3	-	667	513	513	1.0000000
A01	429912	432383	A01p01070.2_BraZ1	1293.75	-	416	2426	2471	0.9817888
A01	435348	436551	A01p01080.2_BraZ1	120.3	+	1279	1203	1203	1.0000000
A01	441485	442613	A01p01090.2_BraZ1	751.385	-	158	924	1128	0.8191490
A01	445192	446358	A01p01100.2_BraZ1	1077	+	479	1081	1166	0.9271012
A01	446959	447391	A01p01110.2_BraZ1	43.2	-	26	214	432	0.4953704
A01	451931	452492	A01p01120.2_BraZ1	405	+	19	440	561	0.7843137
A01	453842	456848	A01p01130.2_BraZ1	2049.13	+	1108	2539	3006	0.8446441
A01	457114	458683	A01p01140.2_BraZ1	1209.5	-	281	1535	1569	0.9783301
A01	460936	464468	A01p01150.2_BraZ1	1515.81	+	533	2529	3532	0.7160249
A01	464791	466182	A01p01160.2_BraZ1	1020	-	285	1298	1391	0.9331416
A01	467145	467874	A01p01170.2_BraZ1	72.9	-	309	729	729	1.0000000
A01	471583	473064	A01p01180.2_BraZ1	998.632	-	235	1059	1481	0.7150574
A01	474810	477988	A01p01190.2_BraZ1	964.543	-	2011	3125	3178	0.9833229
A01	484786	487772	A01p01200.2_BraZ1	648.929	+	2782	2967	2986	0.9936370
A01	488363	491107	A01p01210.2_BraZ1	1462	+	1462	2720	2744	0.9912537
A01	491648	493396	A01p01220.2_BraZ1	1257.14	+	873	1741	1748	0.9959954
A01	493607	496048	A01p01230.2_BraZ1	1784.04	+	450	2279	2441	0.9336337
A01	496664	497810	A01p01240.2_BraZ1	114.6	-	187	1088	1146	0.9493892
A01	501712	504914	A01p01250.2_BraZ1	1723.68	+	753	2882	3202	0.9000624
A01	505854	507238	A01p01260.2_BraZ1	909.804	+	1897	1384	1384	1.0000000
A01	507343	508150	A01p01270.2_BraZ1	108	+	1169	807	807	1.0000000
A01	513468	514754	A01p01280.2_BraZ1	981.316	+	1271	1286	1286	1.0000000
A01	519640	520024	A01p01290.2_BraZ1	38.4	-	357	384	384	1.0000000
A01	522705	524854	A01p01300.2_BraZ1	1326.61	+	993	1910	2149	0.8887855
A01	525641	526203	A01p01310.2_BraZ1	360.4	+	728	562	562	1.0000000
A01	530602	531131	A01p01320.2_BraZ1	360.214	-	98	529	529	1.0000000
A01	535756	536191	A01p01330.2_BraZ1	43.5	+	285	425	435	0.9770115
A01	545943	546977	A01p01340.2_BraZ1	849	-	77	909	1034	0.8791103
A01	557770	558932	A01p01350.2_BraZ1	892.5	+	281	989	1162	0.8511187
A01	564832	566596	A01p01360.2_BraZ1	1381.52	-	277	1084	1764	0.6145124
A01	575110	577388	A01p01370.2_BraZ1	1517	-	1386	2063	2278	0.9056190
A01	580323	582722	A01p01380.2_BraZ1	1599	-	958	2192	2399	0.9137141
A01	602603	604339	A01p01390.2_BraZ1	1054.67	+	635	1548	1736	0.8917051
A01	605207	606039	A01p01400.2_BraZ1	74.1	-	37	579	832	0.6959134
A01	609862	611571	A01p01410.2_BraZ1	1072.67	-	653	1656	1709	0.9689877
A01	613211	615667	A01p01420.2_BraZ1	1643.2	+	849	2456	2456	1.0000000
A01	617688	619290	A01p01430.2_BraZ1	160.2	-	64	511	1602	0.3189763
A01	625370	633813	A01p01440.2_BraZ1	1140	+	420	2887	8443	0.3419401
A01	637465	639074	A01p01450.2_BraZ1	1185.65	-	715	1510	1609	0.9384711
A01	647429	649764	A01p01460.2_BraZ1	1412.93	-	1627	2335	2335	1.0000000
A01	650211	652262	A01p01470.2_BraZ1	1294.29	-	499	2028	2051	0.9887860
A01	656322	657196	A01p01480.2_BraZ1	714	+	770	874	874	1.0000000
A01	660182	660952	A01p01490.2_BraZ1	70	-	973	770	770	1.0000000
A01	660874	661256	A01p01500.2_BraZ1	255	-	670	382	382	1.0000000
A01	663192	664524	A01p01510.2_BraZ1	1040.45	-	697	1332	1332	1.0000000
A01	669278	671755	A01p01520.2_BraZ1	1599	+	1023	2402	2477	0.9697214
A01	672522	674309	A01p01530.2_BraZ1	781.565	+	1062	1737	1787	0.9720201
A01	674843	675115	A01p01540.2_BraZ1	111	-	163	240	272	0.8823529
A01	677904	684428	A01p01550.2_BraZ1	2558.22	+	5875	6286	6524	0.9635193
A01	686173	686878	A01p01560.2_BraZ1	537	+	157	686	705	0.9730496
A01	694152	697599	A01p01570.2_BraZ1	992.411	+	1450	2498	3447	0.7246881
A01	698188	699085	A01p01580.2_BraZ1	254.625	+	70	219	897	0.2441472
A01	700320	704172	A01p01590.2_BraZ1	342.063	+	1900	3661	3852	0.9504154
A01	704692	706137	A01p01600.2_BraZ1	1001.7	-	200	1224	1445	0.8470588
A01	710347	711877	A01p01610.2_BraZ1	577.029	+	148	1145	1530	0.7483660
A01	712225	714237	A01p01620.2_BraZ1	1105.26	-	562	1980	2012	0.9840955
A01	716364	718040	A01p01630.2_BraZ1	1497	-	365	1482	1676	0.8842482
A01	721112	722831	A01p01640.2_BraZ1	171.9	-	311	1369	1719	0.7963933
A01	725352	727115	A01p01650.2_BraZ1	1506	-	247	1184	1763	0.6715825
